"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2023","1,274.63","1,263.93","1,276.95","1,258.97","8.55M","0.85%"
"28-07-2023","1,263.93","1,256.03","1,271.43","1,250.28","20.83M","1.00%"
"27-07-2023","1,251.35","1,267.03","1,268.82","1,245.18","17.23M","-0.93%"
"26-07-2023","1,263.10","1,242.50","1,273.50","1,242.50","12.91M","1.63%"
"25-07-2023","1,242.90","1,247.00","1,252.60","1,240.00","12.03M","-0.06%"
"24-07-2023","1,243.70","1,240.50","1,257.47","1,234.65","23.73M","-2.02%"
"21-07-2023","1,269.38","1,304.50","1,307.45","1,261.80","30.25M","-3.10%"
"20-07-2023","1,309.93","1,290.00","1,315.47","1,290.00","38.72M","1.54%"
"19-07-2023","1,290.00","1,284.62","1,296.42","1,269.64","36.11M","0.76%"
"18-07-2023","1,280.29","1,278.72","1,288.00","1,267.83","23.88M","0.85%"
"17-07-2023","1,269.50","1,246.94","1,277.83","1,238.32","20.51M","2.04%"
"14-07-2023","1,244.08","1,248.31","1,253.25","1,237.00","13.96M","-0.08%"
"13-07-2023","1,245.13","1,263.69","1,270.55","1,242.52","13.55M","-0.89%"
"12-07-2023","1,256.36","1,255.71","1,271.91","1,253.59","17.29M","0.11%"
"11-07-2023","1,254.98","1,249.62","1,257.38","1,242.68","18.52M","1.08%"
"10-07-2023","1,241.52","1,220.57","1,251.03","1,214.26","30.68M","3.85%"
"07-07-2023","1,195.47","1,196.10","1,209.70","1,192.93","12.35M","-0.20%"
"06-07-2023","1,197.81","1,169.35","1,200.39","1,169.35","17.65M","2.10%"
"05-07-2023","1,173.18","1,184.30","1,184.30","1,169.23","9.46M","-0.16%"
"04-07-2023","1,175.11","1,191.56","1,191.56","1,168.07","7.44M","-1.03%"
"03-07-2023","1,187.34","1,161.17","1,190.20","1,159.95","11.22M","2.57%"
"30-06-2023","1,157.63","1,155.89","1,160.54","1,150.01","10.29M","0.82%"
"28-06-2023","1,148.21","1,140.72","1,152.01","1,133.85","10.48M","1.32%"
"27-06-2023","1,133.21","1,133.26","1,139.14","1,128.76","8.94M","0.04%"
"26-06-2023","1,132.80","1,138.00","1,141.81","1,129.69","11.67M","-0.76%"
"23-06-2023","1,141.52","1,147.94","1,149.98","1,140.27","6.12M","-0.82%"
"22-06-2023","1,150.94","1,160.24","1,168.10","1,149.35","7.03M","-1.12%"
"21-06-2023","1,164.01","1,160.70","1,166.53","1,156.61","6.43M","0.28%"
"20-06-2023","1,160.74","1,156.41","1,163.88","1,150.71","6.39M","0.21%"
"19-06-2023","1,158.34","1,172.95","1,172.95","1,154.18","6.28M","-0.99%"
"16-06-2023","1,169.96","1,162.15","1,172.23","1,162.15","22.31M","0.97%"
"15-06-2023","1,158.68","1,158.34","1,163.22","1,150.94","10.90M","0.03%"
"14-06-2023","1,158.36","1,144.36","1,159.79","1,142.54","12.26M","1.23%"
"13-06-2023","1,144.29","1,132.55","1,145.47","1,128.58","10.38M","1.48%"
"12-06-2023","1,127.63","1,123.70","1,129.92","1,118.94","5.90M","0.09%"
"09-06-2023","1,126.63","1,138.00","1,138.70","1,124.84","5.42M","-0.71%"
