"Date","Price","Open","High","Low","Vol.","Change %"
"24-11-2023","1,429.34","1,437.45","1,444.51","1,425.81","2.97M","-0.82%"
"23-11-2023","1,441.13","1,459.67","1,459.67","1,439.59","3.19M","-0.59%"
"22-11-2023","1,449.63","1,428.15","1,450.77","1,428.15","3.11M","1.31%"
"21-11-2023","1,430.94","1,433.92","1,441.87","1,428.70","3.79M","0.17%"
"20-11-2023","1,428.55","1,433.92","1,443.86","1,425.62","3.58M","-0.07%"
"17-11-2023","1,429.49","1,432.97","1,442.87","1,427.01","4.90M","-0.51%"
"16-11-2023","1,436.80","1,408.16","1,445.26","1,402.69","6.67M","2.44%"
"15-11-2023","1,402.60","1,391.16","1,406.08","1,385.19","8.55M","2.69%"
"13-11-2023","1,365.85","1,372.12","1,374.70","1,363.17","3.46M","-1.61%"
"12-11-2023","1,388.20","1,380.05","1,389.10","1,380.05","572.24K","1.99%"
"10-11-2023","1,361.18","1,362.27","1,365.45","1,353.37","2.94M","-0.43%"
"09-11-2023","1,367.10","1,388.08","1,389.67","1,362.37","5.50M","-1.16%"
"08-11-2023","1,383.20","1,397.13","1,397.13","1,378.68","3.55M","-0.95%"
"07-11-2023","1,396.43","1,392.15","1,398.02","1,387.03","2.27M","0.07%"
"06-11-2023","1,395.44","1,386.09","1,399.36","1,383.01","2.74M","1.03%"
"03-11-2023","1,381.27","1,372.32","1,384.20","1,370.03","3.35M","1.38%"
"02-11-2023","1,362.47","1,362.32","1,368.59","1,354.02","3.76M","1.18%"
"01-11-2023","1,346.56","1,365.35","1,369.73","1,344.07","3.09M","-1.04%"
"31-10-2023","1,360.73","1,372.22","1,373.41","1,355.36","3.45M","-0.63%"
"30-10-2023","1,369.33","1,372.61","1,372.61","1,355.46","2.67M","-0.24%"
"27-10-2023","1,372.61","1,356.01","1,377.24","1,356.01","4.63M","1.54%"
"26-10-2023","1,351.83","1,347.46","1,366.30","1,345.52","6.36M","-0.77%"
"25-10-2023","1,362.37","1,391.16","1,394.69","1,353.67","6.94M","-2.74%"
"23-10-2023","1,400.76","1,417.61","1,424.32","1,397.38","2.64M","-1.30%"
"20-10-2023","1,419.25","1,421.99","1,430.44","1,417.26","3.93M","-0.45%"
"19-10-2023","1,425.62","1,418.11","1,431.58","1,418.11","6.80M","-0.48%"
"18-10-2023","1,432.48","1,433.92","1,445.85","1,430.29","4.26M","-0.13%"
"17-10-2023","1,434.37","1,432.18","1,445.20","1,429.99","3.92M","0.58%"
"16-10-2023","1,426.11","1,424.07","1,435.51","1,421.99","4.85M","0.21%"
"13-10-2023","1,423.13","1,397.13","1,429.94","1,392.15","17.97M","-2.34%"
"12-10-2023","1,457.29","1,483.54","1,495.97","1,443.86","11.08M","-1.93%"
"11-10-2023","1,486.03","1,488.61","1,509.74","1,473.15","7.22M","-0.05%"
"10-10-2023","1,486.77","1,475.58","1,488.61","1,460.87","5.69M","1.34%"
"09-10-2023","1,467.18","1,456.69","1,482.64","1,454.01","3.57M","-0.22%"
"06-10-2023","1,470.41","1,461.27","1,476.18","1,455.10","3.60M","1.04%"
"05-10-2023","1,455.25","1,443.86","1,467.38","1,442.07","7.38M","1.32%"
